idx,file,branch_id,branch_name,cache_id,cache_name,size_tier,SIZE,N,predictor_stress_type,expected_dominant_miss_type,kind
547,0547_grid_b11_value_dependent_threshold__c47_false_sharing_line_cycle.c,b11,value_dependent_threshold,c47,false_sharing_line_cycle,small_L1,4096,1000000,value-dependent,conflict/associativity,grid
548,0548_grid_b11_value_dependent_threshold__c48_exponential_backoff_probe.c,b11,value_dependent_threshold,c48,exponential_backoff_probe,medium_L2,65536,3000000,value-dependent,capacity (uniform random),grid
549,0549_grid_b11_value_dependent_threshold__c49_binary_heap_parent_child.c,b11,value_dependent_threshold,c49,binary_heap_parent_child,large_L3,1048576,5000000,value-dependent,capacity (uniform random),grid
550,0550_grid_b11_value_dependent_threshold__c50_streaming_with_periodic_flush.c,b11,value_dependent_threshold,c50,streaming_with_periodic_flush,xlarge_DRAM,8388608,8000000,value-dependent,compulsory+streaming (prefetch-friendly),grid
551,0551_grid_b12_doubling_run_lengths__c01_sequential_unit_stride.c,b12,doubling_run_lengths,c01,sequential_unit_stride,xlarge_DRAM,8388608,8000000,phase-changing/non-stationary,compulsory+streaming (prefetch-friendly),grid
552,0552_grid_b12_doubling_run_lengths__c02_sequential_wraparound_large.c,b12,doubling_run_lengths,c02,sequential_wraparound_large,small_L1,4096,1000000,phase-changing/non-stationary,compulsory+streaming (prefetch-friendly),grid
553,0553_grid_b12_doubling_run_lengths__c03_fixed_stride_small.c,b12,doubling_run_lengths,c03,fixed_stride_small,medium_L2,65536,3000000,phase-changing/non-stationary,compulsory+streaming (prefetch-friendly),grid
554,0554_grid_b12_doubling_run_lengths__c04_fixed_stride_large.c,b12,doubling_run_lengths,c04,fixed_stride_large,large_L3,1048576,5000000,phase-changing/non-stationary,compulsory+streaming (prefetch-friendly),grid
555,0555_grid_b12_doubling_run_lengths__c05_random_small_working_set.c,b12,doubling_run_lengths,c05,random_small_working_set,xlarge_DRAM,8388608,8000000,phase-changing/non-stationary,temporal reuse (capacity-sensitive),grid
556,0556_grid_b12_doubling_run_lengths__c06_random_full_working_set.c,b12,doubling_run_lengths,c06,random_full_working_set,small_L1,4096,1000000,phase-changing/non-stationary,capacity (uniform random),grid
557,0557_grid_b12_doubling_run_lengths__c07_matrix_row_major.c,b12,doubling_run_lengths,c07,matrix_row_major,medium_L2,65536,3000000,phase-changing/non-stationary,mixed spatial (traversal-order dependent),grid
558,0558_grid_b12_doubling_run_lengths__c08_matrix_col_major.c,b12,doubling_run_lengths,c08,matrix_col_major,large_L3,1048576,5000000,phase-changing/non-stationary,mixed spatial (traversal-order dependent),grid
559,0559_grid_b12_doubling_run_lengths__c09_matrix_tiled_blocked.c,b12,doubling_run_lengths,c09,matrix_tiled_blocked,xlarge_DRAM,8388608,8000000,phase-changing/non-stationary,mixed spatial (traversal-order dependent),grid
560,0560_grid_b12_doubling_run_lengths__c10_pointer_chase_linked_list.c,b12,doubling_run_lengths,c10,pointer_chase_linked_list,small_L1,4096,1000000,phase-changing/non-stationary,"compulsory+latency-bound (dependent loads, no prefetch)",grid
561,0561_grid_b12_doubling_run_lengths__c11_sliding_window.c,b12,doubling_run_lengths,c11,sliding_window,medium_L2,65536,3000000,phase-changing/non-stationary,mixed/unclassified,grid
562,0562_grid_b12_doubling_run_lengths__c12_prime_stride_anti_alias.c,b12,doubling_run_lengths,c12,prime_stride_anti_alias,large_L3,1048576,5000000,phase-changing/non-stationary,compulsory+streaming (prefetch-friendly),grid
563,0563_grid_b12_doubling_run_lengths__c13_two_stream_interleaved.c,b12,doubling_run_lengths,c13,two_stream_interleaved,xlarge_DRAM,8388608,8000000,phase-changing/non-stationary,mixed/unclassified,grid
564,0564_grid_b12_doubling_run_lengths__c14_temporal_burst_reuse.c,b12,doubling_run_lengths,c14,temporal_burst_reuse,small_L1,4096,1000000,phase-changing/non-stationary,mixed/unclassified,grid
565,0565_grid_b12_doubling_run_lengths__c15_reverse_sequential.c,b12,doubling_run_lengths,c15,reverse_sequential,medium_L2,65536,3000000,phase-changing/non-stationary,compulsory+streaming (prefetch-friendly),grid
566,0566_grid_b12_doubling_run_lengths__c16_block_sparse.c,b12,doubling_run_lengths,c16,block_sparse,large_L3,1048576,5000000,phase-changing/non-stationary,mixed spatial (traversal-order dependent),grid
567,0567_grid_b12_doubling_run_lengths__c17_zipf_like_hot_buckets.c,b12,doubling_run_lengths,c17,zipf_like_hot_buckets,xlarge_DRAM,8388608,8000000,phase-changing/non-stationary,temporal reuse (skewed/hot-set),grid
568,0568_grid_b12_doubling_run_lengths__c18_producer_consumer_two_pointer.c,b12,doubling_run_lengths,c18,producer_consumer_two_pointer,small_L1,4096,1000000,phase-changing/non-stationary,mixed/unclassified,grid
569,0569_grid_b12_doubling_run_lengths__c19_matrix_diagonal_wavefront.c,b12,doubling_run_lengths,c19,matrix_diagonal_wavefront,medium_L2,65536,3000000,phase-changing/non-stationary,mixed spatial (traversal-order dependent),grid
570,0570_grid_b12_doubling_run_lengths__c20_hot_cold_phase_alternation.c,b12,doubling_run_lengths,c20,hot_cold_phase_alternation,large_L3,1048576,5000000,phase-changing/non-stationary,temporal reuse (skewed/hot-set),grid
571,0571_grid_b12_doubling_run_lengths__c21_pyramid_multiresolution_stride.c,b12,doubling_run_lengths,c21,pyramid_multiresolution_stride,xlarge_DRAM,8388608,8000000,phase-changing/non-stationary,compulsory+streaming (prefetch-friendly),grid
572,0572_grid_b12_doubling_run_lengths__c22_tensor_3d_slice_poor_locality.c,b12,doubling_run_lengths,c22,tensor_3d_slice_poor_locality,small_L1,4096,1000000,phase-changing/non-stationary,mixed/unclassified,grid
573,0573_grid_b12_doubling_run_lengths__c23_struct_of_array_field_burst.c,b12,doubling_run_lengths,c23,struct_of_array_field_burst,medium_L2,65536,3000000,phase-changing/non-stationary,compulsory+streaming (prefetch-friendly),grid
574,0574_grid_b12_doubling_run_lengths__c24_banked_interleaved_access.c,b12,doubling_run_lengths,c24,banked_interleaved_access,large_L3,1048576,5000000,phase-changing/non-stationary,compulsory+streaming (prefetch-friendly),grid
575,0575_grid_b12_doubling_run_lengths__c25_lru_recency_weighted_reuse.c,b12,doubling_run_lengths,c25,lru_recency_weighted_reuse,xlarge_DRAM,8388608,8000000,phase-changing/non-stationary,temporal reuse (capacity-sensitive),grid
576,0576_grid_b12_doubling_run_lengths__c26_geometric_stride_growth.c,b12,doubling_run_lengths,c26,geometric_stride_growth,small_L1,4096,1000000,phase-changing/non-stationary,compulsory+streaming (prefetch-friendly),grid
577,0577_grid_b12_doubling_run_lengths__c27_reduction_broadcast_pattern.c,b12,doubling_run_lengths,c27,reduction_broadcast_pattern,medium_L2,65536,3000000,phase-changing/non-stationary,compulsory+streaming (prefetch-friendly),grid
578,0578_grid_b12_doubling_run_lengths__c28_morton_zorder_traversal.c,b12,doubling_run_lengths,c28,morton_zorder_traversal,large_L3,1048576,5000000,phase-changing/non-stationary,mixed spatial (traversal-order dependent),grid
579,0579_grid_b12_doubling_run_lengths__c29_ping_pong_cache_thrash.c,b12,doubling_run_lengths,c29,ping_pong_cache_thrash,xlarge_DRAM,8388608,8000000,phase-changing/non-stationary,conflict/associativity,grid
580,0580_grid_b12_doubling_run_lengths__c30_gather_scatter_indirect_table.c,b12,doubling_run_lengths,c30,gather_scatter_indirect_table,small_L1,4096,1000000,phase-changing/non-stationary,capacity (uniform random),grid
581,0581_grid_b12_doubling_run_lengths__c31_fibonacci_stride.c,b12,doubling_run_lengths,c31,fibonacci_stride,medium_L2,65536,3000000,phase-changing/non-stationary,compulsory+streaming (prefetch-friendly),grid
582,0582_grid_b12_doubling_run_lengths__c32_hilbert_curve_traversal.c,b12,doubling_run_lengths,c32,hilbert_curve_traversal,large_L3,1048576,5000000,phase-changing/non-stationary,mixed spatial (traversal-order dependent),grid
583,0583_grid_b12_doubling_run_lengths__c33_cache_set_conflict_stress.c,b12,doubling_run_lengths,c33,cache_set_conflict_stress,xlarge_DRAM,8388608,8000000,phase-changing/non-stationary,conflict/associativity,grid
584,0584_grid_b12_doubling_run_lengths__c34_variable_length_burst_reuse.c,b12,doubling_run_lengths,c34,variable_length_burst_reuse,small_L1,4096,1000000,phase-changing/non-stationary,capacity (uniform random),grid
585,0585_grid_b12_doubling_run_lengths__c35_checkerboard_red_black.c,b12,doubling_run_lengths,c35,checkerboard_red_black,medium_L2,65536,3000000,phase-changing/non-stationary,mixed spatial (traversal-order dependent),grid
586,0586_grid_b12_doubling_run_lengths__c36_im2col_overlapping_patch_gather.c,b12,doubling_run_lengths,c36,im2col_overlapping_patch_gather,large_L3,1048576,5000000,phase-changing/non-stationary,compulsory+streaming (prefetch-friendly),grid
587,0587_grid_b12_doubling_run_lengths__c37_double_buffer_epoch_alternation.c,b12,doubling_run_lengths,c37,double_buffer_epoch_alternation,xlarge_DRAM,8388608,8000000,phase-changing/non-stationary,conflict+capacity (thrashing/alternation),grid
588,0588_grid_b12_doubling_run_lengths__c38_cuckoo_double_hash_probe.c,b12,doubling_run_lengths,c38,cuckoo_double_hash_probe,small_L1,4096,1000000,phase-changing/non-stationary,capacity+compulsory (indirect gather/scatter),grid
589,0589_grid_b12_doubling_run_lengths__c39_bounded_random_walk.c,b12,doubling_run_lengths,c39,bounded_random_walk,medium_L2,65536,3000000,phase-changing/non-stationary,capacity (uniform random),grid
590,0590_grid_b12_doubling_run_lengths__c40_causal_attention_triangular.c,b12,doubling_run_lengths,c40,causal_attention_triangular,large_L3,1048576,5000000,phase-changing/non-stationary,mixed/unclassified,grid
591,0591_grid_b12_doubling_run_lengths__c41_skip_list_multilevel_hop.c,b12,doubling_run_lengths,c41,skip_list_multilevel_hop,xlarge_DRAM,8388608,8000000,phase-changing/non-stationary,"compulsory+latency-bound (dependent loads, no prefetch)",grid
592,0592_grid_b12_doubling_run_lengths__c42_cache_oblivious_funnel_stride.c,b12,doubling_run_lengths,c42,cache_oblivious_funnel_stride,small_L1,4096,1000000,phase-changing/non-stationary,compulsory+streaming (prefetch-friendly),grid
593,0593_grid_b12_doubling_run_lengths__c43_whole_buffer_rotation.c,b12,doubling_run_lengths,c43,whole_buffer_rotation,medium_L2,65536,3000000,phase-changing/non-stationary,mixed/unclassified,grid
594,0594_grid_b12_doubling_run_lengths__c44_naive_gemm_row_col_alternation.c,b12,doubling_run_lengths,c44,naive_gemm_row_col_alternation,large_L3,1048576,5000000,phase-changing/non-stationary,compulsory+streaming (prefetch-friendly),grid
595,0595_grid_b12_doubling_run_lengths__c45_read_hot_write_cold_split.c,b12,doubling_run_lengths,c45,read_hot_write_cold_split,xlarge_DRAM,8388608,8000000,phase-changing/non-stationary,temporal reuse (skewed/hot-set),grid
596,0596_grid_b12_doubling_run_lengths__c46_cantor_gap_sparse.c,b12,doubling_run_lengths,c46,cantor_gap_sparse,small_L1,4096,1000000,phase-changing/non-stationary,"compulsory (sparse, low reuse)",grid
597,0597_grid_b12_doubling_run_lengths__c47_false_sharing_line_cycle.c,b12,doubling_run_lengths,c47,false_sharing_line_cycle,medium_L2,65536,3000000,phase-changing/non-stationary,conflict/associativity,grid
598,0598_grid_b12_doubling_run_lengths__c48_exponential_backoff_probe.c,b12,doubling_run_lengths,c48,exponential_backoff_probe,large_L3,1048576,5000000,phase-changing/non-stationary,capacity (uniform random),grid
599,0599_grid_b12_doubling_run_lengths__c49_binary_heap_parent_child.c,b12,doubling_run_lengths,c49,binary_heap_parent_child,xlarge_DRAM,8388608,8000000,phase-changing/non-stationary,capacity (uniform random),grid
600,0600_grid_b12_doubling_run_lengths__c50_streaming_with_periodic_flush.c,b12,doubling_run_lengths,c50,streaming_with_periodic_flush,small_L1,4096,1000000,phase-changing/non-stationary,compulsory+streaming (prefetch-friendly),grid
601,0601_grid_b13_single_phase_change__c01_sequential_unit_stride.c,b13,single_phase_change,c01,sequential_unit_stride,small_L1,4096,1000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
602,0602_grid_b13_single_phase_change__c02_sequential_wraparound_large.c,b13,single_phase_change,c02,sequential_wraparound_large,medium_L2,65536,3000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
603,0603_grid_b13_single_phase_change__c03_fixed_stride_small.c,b13,single_phase_change,c03,fixed_stride_small,large_L3,1048576,5000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
604,0604_grid_b13_single_phase_change__c04_fixed_stride_large.c,b13,single_phase_change,c04,fixed_stride_large,xlarge_DRAM,8388608,8000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
605,0605_grid_b13_single_phase_change__c05_random_small_working_set.c,b13,single_phase_change,c05,random_small_working_set,small_L1,4096,1000000,static/trivial,temporal reuse (capacity-sensitive),grid
606,0606_grid_b13_single_phase_change__c06_random_full_working_set.c,b13,single_phase_change,c06,random_full_working_set,medium_L2,65536,3000000,static/trivial,capacity (uniform random),grid
607,0607_grid_b13_single_phase_change__c07_matrix_row_major.c,b13,single_phase_change,c07,matrix_row_major,large_L3,1048576,5000000,static/trivial,mixed spatial (traversal-order dependent),grid
608,0608_grid_b13_single_phase_change__c08_matrix_col_major.c,b13,single_phase_change,c08,matrix_col_major,xlarge_DRAM,8388608,8000000,static/trivial,mixed spatial (traversal-order dependent),grid
609,0609_grid_b13_single_phase_change__c09_matrix_tiled_blocked.c,b13,single_phase_change,c09,matrix_tiled_blocked,small_L1,4096,1000000,static/trivial,mixed spatial (traversal-order dependent),grid
610,0610_grid_b13_single_phase_change__c10_pointer_chase_linked_list.c,b13,single_phase_change,c10,pointer_chase_linked_list,medium_L2,65536,3000000,static/trivial,"compulsory+latency-bound (dependent loads, no prefetch)",grid
611,0611_grid_b13_single_phase_change__c11_sliding_window.c,b13,single_phase_change,c11,sliding_window,large_L3,1048576,5000000,static/trivial,mixed/unclassified,grid
612,0612_grid_b13_single_phase_change__c12_prime_stride_anti_alias.c,b13,single_phase_change,c12,prime_stride_anti_alias,xlarge_DRAM,8388608,8000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
613,0613_grid_b13_single_phase_change__c13_two_stream_interleaved.c,b13,single_phase_change,c13,two_stream_interleaved,small_L1,4096,1000000,static/trivial,mixed/unclassified,grid
614,0614_grid_b13_single_phase_change__c14_temporal_burst_reuse.c,b13,single_phase_change,c14,temporal_burst_reuse,medium_L2,65536,3000000,static/trivial,mixed/unclassified,grid
615,0615_grid_b13_single_phase_change__c15_reverse_sequential.c,b13,single_phase_change,c15,reverse_sequential,large_L3,1048576,5000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
616,0616_grid_b13_single_phase_change__c16_block_sparse.c,b13,single_phase_change,c16,block_sparse,xlarge_DRAM,8388608,8000000,static/trivial,mixed spatial (traversal-order dependent),grid
617,0617_grid_b13_single_phase_change__c17_zipf_like_hot_buckets.c,b13,single_phase_change,c17,zipf_like_hot_buckets,small_L1,4096,1000000,static/trivial,temporal reuse (skewed/hot-set),grid
618,0618_grid_b13_single_phase_change__c18_producer_consumer_two_pointer.c,b13,single_phase_change,c18,producer_consumer_two_pointer,medium_L2,65536,3000000,static/trivial,mixed/unclassified,grid
619,0619_grid_b13_single_phase_change__c19_matrix_diagonal_wavefront.c,b13,single_phase_change,c19,matrix_diagonal_wavefront,large_L3,1048576,5000000,static/trivial,mixed spatial (traversal-order dependent),grid
620,0620_grid_b13_single_phase_change__c20_hot_cold_phase_alternation.c,b13,single_phase_change,c20,hot_cold_phase_alternation,xlarge_DRAM,8388608,8000000,static/trivial,temporal reuse (skewed/hot-set),grid
